year,month,day,Upwelling (m^2/s)
1995,  11,  16,0.1161
1995,  11,  17,0.2040
1995,  11,  18,0.1560
1995,  11,  19,0.2193
1995,  11,  20,-0.0117
1995,  11,  21,-0.3165
1995,  11,  22,0.0697
1995,  11,  23,0.1805
1995,  11,  24,0.2963
1995,  11,  25,0.3578
1995,  11,  26,0.4516
1995,  11,  27,0.7307
1995,  11,  28,0.3932
1995,  11,  29,0.1648
1995,  11,  30,0.4610
1995,  12,   1,0.3104
1995,  12,   2,0.4009
1995,  12,   3,0.2850
1995,  12,   4,-0.1222
1995,  12,   5,0.0796
1995,  12,   6,0.2008
1995,  12,   7,0.2131
1995,  12,   8,0.3300
1995,  12,   9,0.2561
1995,  12,  10,-0.1582
1995,  12,  11,-1.5184
1995,  12,  12,-2.9522
1995,  12,  13,-0.1274
1995,  12,  14,0.5523
1995,  12,  15,-0.0847
1995,  12,  16,1.3613
1995,  12,  17,0.3607
1995,  12,  18,-0.1102
1995,  12,  19,0.1229
1995,  12,  20,0.3087
1995,  12,  21,0.1913
1995,  12,  22,-0.4651
1995,  12,  23,-0.2291
1995,  12,  24,-0.6130
1995,  12,  25,-0.3983
1995,  12,  26,-0.2772
1995,  12,  27,-0.0652
1995,  12,  28,0.3132
1995,  12,  29,-0.0311
1995,  12,  30,0.3260
1995,  12,  31,0.7769
1996,   1,   1,1.2629
1996,   1,   2,0.0632
1996,   1,   3,0.0637
1996,   1,   4,0.7904
1996,   1,   5,0.4799
1996,   1,   6,0.2041
1996,   1,   7,0.2004
1996,   1,   8,0.3637
1996,   1,   9,0.1525
1996,   1,  10,0.1456
1996,   1,  11,-0.1035
1996,   1,  12,-0.0913
1996,   1,  13,0.0098
1996,   1,  14,0.1244
1996,   1,  15,-0.0345
1996,   1,  16,-0.2263
1996,   1,  17,1.4401
1996,   1,  18,-0.3166
1996,   1,  19,0.2262
1996,   1,  20,0.0196
1996,   1,  21,0.0763
1996,   1,  22,1.6407
1996,   1,  23,0.4541
1996,   1,  24,-0.1296
1996,   1,  25,0.7964
1996,   1,  26,0.4246
1996,   1,  27,-0.5987
1996,   1,  28,0.2585
1996,   1,  29,0.1867
1996,   1,  30,-0.9765
1996,   1,  31,-1.6211
1996,   2,   1,0.3836
1996,   2,   2,0.0337
1996,   2,   3,-0.9237
1996,   2,   4,-2.6967
1996,   2,   5,-0.5925
1996,   2,   6,0.0612
1996,   2,   7,0.6101
1996,   2,   8,0.4792
1996,   2,   9,0.1534
1996,   2,  10,-0.5517
1996,   2,  11,0.0609
1996,   2,  12,0.0946
1996,   2,  13,-0.0942
1996,   2,  14,-0.0324
1996,   2,  15,-0.2908
1996,   2,  16,-1.0575
1996,   2,  17,-0.6103
1996,   2,  18,-0.3187
1996,   2,  19,-0.5870
1996,   2,  20,-0.3957
1996,   2,  21,-0.2276
1996,   2,  22,0.5171
1996,   2,  23,0.3366
1996,   2,  24,0.6518
1996,   2,  25,0.2228
1996,   2,  26,0.3970
1996,   2,  27,0.3311
1996,   2,  28,-0.4654
1996,   2,  29,-1.0710
1996,   3,   1,-0.5595
1996,   3,   2,0.0023
1996,   3,   3,0.0834
1996,   3,   4,-0.4031
1996,   3,   5,0.1924
1996,   3,   6,0.0538
1996,   3,   7,-0.0974
1996,   3,   8,-0.0814
1996,   3,   9,-0.0178
1996,   3,  10,-0.1593
1996,   3,  11,-0.1239
1996,   3,  12,0.0117
1996,   3,  13,1.6194
1996,   3,  14,0.2613
1996,   3,  15,0.3603
1996,   3,  16,0.5332
1996,   3,  17,0.2264
1996,   3,  18,0.1201
1996,   3,  19,0.6584
1996,   3,  20,1.2605
1996,   3,  21,1.0219
1996,   3,  22,1.1513
1996,   3,  23,1.1993
1996,   3,  24,0.3952
1996,   3,  25,0.4650
1996,   3,  26,0.6439
1996,   3,  27,0.1198
1996,   3,  28,0.6121
1996,   3,  29,0.5758
1996,   3,  30,0.3905
1996,   3,  31,0.0048
1996,   4,   1,-1.3201
1996,   4,   2,0.1435
1996,   4,   3,0.7572
1996,   4,   4,0.9840
1996,   4,   5,0.8281
1996,   4,   6,0.7897
1996,   4,   7,0.5918
1996,   4,   8,0.0187
1996,   4,   9,-0.1283
1996,   4,  10,1.0676
1996,   4,  11,0.5764
1996,   4,  12,0.6543
1996,   4,  13,0.7620
1996,   4,  14,0.3695
1996,   4,  15,-0.1831
1996,   4,  16,-0.1388
1996,   4,  17,-0.4546
1996,   4,  18,0.3495
1996,   4,  19,0.1828
1996,   4,  20,0.3184
1996,   4,  21,0.5122
1996,   4,  22,0.2108
1996,   4,  23,0.3792
1996,   4,  24,0.1366
1996,   4,  25,1.2930
1996,   4,  26,1.5870
1996,   4,  27,2.1151
1996,   4,  28,1.3589
1996,   4,  29,0.4545
1996,   4,  30,0.4228
1996,   5,   1,0.9760
1996,   5,   2,1.0324
1996,   5,   3,0.8866
1996,   5,   4,0.6257
1996,   5,   5,0.4630
1996,   5,   6,0.5793
1996,   5,   7,0.6448
1996,   5,   8,0.5324
1996,   5,   9,0.9824
1996,   5,  10,1.1805
1996,   5,  11,0.8133
1996,   5,  12,0.9111
1996,   5,  13,0.7547
1996,   5,  14,0.2097
1996,   5,  15,-0.1727
1996,   5,  16,-0.7986
1996,   5,  17,-0.3893
1996,   5,  18,-0.2660
1996,   5,  19,0.2890
1996,   5,  20,1.0383
1996,   5,  21,0.0903
1996,   5,  22,1.2629
1996,   5,  23,1.8221
1996,   5,  24,1.5307
1996,   5,  25,0.9444
1996,   5,  26,0.0184
1996,   5,  27,1.1757
1996,   5,  28,1.1682
1996,   5,  29,1.2543
1996,   5,  30,1.2529
1996,   5,  31,0.9482
1996,   6,   1,0.8938
1996,   6,   2,0.7724
1996,   6,   3,0.7388
1996,   6,   4,1.2623
1996,   6,   5,0.6277
1996,   6,   6,0.5130
1996,   6,   7,0.5622
1996,   6,   8,0.8022
1996,   6,   9,1.2138
1996,   6,  10,1.0191
1996,   6,  11,0.5578
1996,   6,  12,0.4592
1996,   6,  13,0.7527
1996,   6,  14,0.8373
1996,   6,  15,1.1373
1996,   6,  16,0.7099
1996,   6,  17,0.9375
1996,   6,  18,1.5895
1996,   6,  19,1.3591
1996,   6,  20,0.8330
1996,   6,  21,0.9058
1996,   6,  22,0.7374
1996,   6,  23,1.0054
1996,   6,  24,0.5001
1996,   6,  25,0.1903
1996,   6,  26,0.2242
1996,   6,  27,-0.0656
1996,   6,  28,0.5508
1996,   6,  29,0.7264
1996,   6,  30,0.7691
1996,   7,   1,0.4675
1996,   7,   2,0.2529
1996,   7,   3,0.5210
1996,   7,   4,1.0556
1996,   7,   5,0.8447
1996,   7,   6,0.3072
1996,   7,   7,0.0413
1996,   7,   8,0.0503
1996,   7,   9,0.1512
1996,   7,  10,-0.1404
1996,   7,  11,-0.0120
1996,   7,  12,0.1202
1996,   7,  13,0.1939
1996,   7,  14,0.3737
1996,   7,  15,0.4523
1996,   7,  16,0.1534
1996,   7,  17,0.6035
1996,   7,  18,0.8899
1996,   7,  19,0.9989
1996,   7,  20,0.7372
1996,   7,  21,0.2321
1996,   7,  22,-0.0103
1996,   7,  23,0.0671
1996,   7,  24,0.3373
1996,   7,  25,0.5247
1996,   7,  26,0.2685
1996,   7,  27,0.4365
1996,   7,  28,0.3134
1996,   7,  29,0.3249
1996,   7,  30,0.3931
1996,   7,  31,0.3974
1996,   8,   1,1.1169
1996,   8,   2,0.6573
1996,   8,   3,0.6895
1996,   8,   4,0.4871
1996,   8,   5,0.2290
1996,   8,   6,0.1584
1996,   8,   7,0.0578
1996,   8,   8,0.3598
1996,   8,   9,0.5687
1996,   8,  10,0.3835
1996,   8,  11,0.5300
1996,   8,  12,0.0438
1996,   8,  13,0.5289
1996,   8,  14,0.9006
1996,   8,  15,0.5950
1996,   8,  16,0.2725
1996,   8,  17,0.1038
1996,   8,  18,0.4859
1996,   8,  19,0.3232
1996,   8,  20,0.7321
1996,   8,  21,0.9188
1996,   8,  22,1.0395
1996,   8,  23,0.2995
1996,   8,  24,0.0606
1996,   8,  25,0.0315
1996,   8,  26,0.0628
1996,   8,  27,0.1920
1996,   8,  28,0.5160
1996,   8,  29,0.8818
1996,   8,  30,0.6868
1996,   8,  31,1.0075
1996,   9,   1,0.3662
1996,   9,   2,-0.0279
1996,   9,   3,-0.0224
1996,   9,   4,0.0422
1996,   9,   5,0.2483
1996,   9,   6,0.2407
1996,   9,   7,0.1258
1996,   9,   8,0.1085
1996,   9,   9,0.0769
1996,   9,  10,0.0592
1996,   9,  11,0.0352
1996,   9,  12,0.0137
1996,   9,  13,0.0448
1996,   9,  14,0.0737
1996,   9,  15,0.0691
1996,   9,  16,0.5217
1996,   9,  17,0.5108
1996,   9,  18,0.3492
1996,   9,  19,0.2874
1996,   9,  20,0.6160
1996,   9,  21,0.2791
1996,   9,  22,0.1272
1996,   9,  23,0.0001
1996,   9,  24,0.0030
1996,   9,  25,0.0264
1996,   9,  26,-0.0043
1996,   9,  27,0.0058
1996,   9,  28,0.2185
1996,   9,  29,0.4980
1996,   9,  30,0.3571
1996,  10,   1,-0.0100
1996,  10,   2,0.0716
1996,  10,   3,0.4333
1996,  10,   4,0.7100
1996,  10,   5,0.6274
1996,  10,   6,0.5674
1996,  10,   7,0.2022
1996,  10,   8,0.0340
1996,  10,   9,0.0090
1996,  10,  10,0.0302
1996,  10,  11,0.1903
1996,  10,  12,0.2188
1996,  10,  13,0.1483
1996,  10,  14,0.5790
1996,  10,  15,0.8005
1996,  10,  16,0.9870
1996,  10,  17,0.5875
1996,  10,  18,0.3434
1996,  10,  19,0.8021
1996,  10,  20,1.2225
1996,  10,  21,0.4664
1996,  10,  22,0.1298
1996,  10,  23,0.3049
1996,  10,  24,0.1941
1996,  10,  25,0.6511
1996,  10,  26,2.0245
1996,  10,  27,0.2714
1996,  10,  28,-0.0783
1996,  10,  29,-0.5604
1996,  10,  30,0.0292
1996,  10,  31,-0.0093
1996,  11,   1,0.0819
1996,  11,   2,0.5618
1996,  11,   3,0.2828
1996,  11,   4,0.3843
1996,  11,   5,0.9305
1996,  11,   6,0.6472
1996,  11,   7,0.2827
1996,  11,   8,0.1165
1996,  11,   9,-0.1282
1996,  11,  10,0.0353
1996,  11,  11,0.0969
1996,  11,  12,0.2873
1996,  11,  13,1.0481
1996,  11,  14,0.9893
1996,  11,  15,1.0455
1996,  11,  16,0.0275
1996,  11,  17,-0.6790
1996,  11,  18,-0.2617
1996,  11,  19,-1.0446
1996,  11,  20,-0.3603
1996,  11,  21,-0.0726
1996,  11,  22,-0.1157
1996,  11,  23,0.3263
1996,  11,  24,0.2047
1996,  11,  25,0.4838
1996,  11,  26,0.4970
1996,  11,  27,0.1102
1996,  11,  28,0.2676
1996,  11,  29,0.9069
1996,  11,  30,0.0100
1996,  12,   1,0.2439
1996,  12,   2,0.5777
1996,  12,   3,0.3189
1996,  12,   4,-0.0432
1996,  12,   5,-0.0564
1996,  12,   6,0.0027
1996,  12,   7,-0.2885
1996,  12,   8,-0.4219
1996,  12,   9,-0.8702
1996,  12,  10,-0.6435
1996,  12,  11,-0.0513
1996,  12,  12,-0.2490
1996,  12,  13,0.1133
1996,  12,  14,0.3643
1996,  12,  15,-0.1627
1996,  12,  16,-0.0148
1996,  12,  17,0.0513
1996,  12,  18,-0.0988
1996,  12,  19,-0.0054
1996,  12,  20,0.0442
1996,  12,  21,-0.0222
1996,  12,  22,0.0742
1996,  12,  23,-0.0129
1996,  12,  24,0.0301
1996,  12,  25,0.0763
1996,  12,  26,-0.1025
1996,  12,  27,-0.3170
1996,  12,  28,-0.2005
1996,  12,  29,-1.6309
1996,  12,  30,-1.9262
1996,  12,  31,-1.6099
1997,   1,   1,-1.6615
1997,   1,   2,-0.2104
1997,   1,   3,0.2860
1997,   1,   4,0.3516
1997,   1,   5,0.4892
1997,   1,   6,1.3115
1997,   1,   7,0.3604
1997,   1,   8,0.1111
1997,   1,   9,0.2362
1997,   1,  10,0.6839
1997,   1,  11,0.6031
1997,   1,  12,0.1506
1997,   1,  13,0.1327
1997,   1,  14,-0.5098
1997,   1,  15,-0.3696
1997,   1,  16,-0.2333
1997,   1,  17,-0.1625
1997,   1,  18,-0.2618
1997,   1,  19,-0.2031
1997,   1,  20,-0.1215
1997,   1,  21,-0.4122
1997,   1,  22,-0.6783
1997,   1,  23,-0.1432
1997,   1,  24,-0.2598
1997,   1,  25,-1.5342
1997,   1,  26,-0.3339
1997,   1,  27,-0.0111
1997,   1,  28,0.0142
1997,   1,  29,0.0452
1997,   1,  30,0.1006
1997,   1,  31,0.1496
1997,   2,   1,0.1470
1997,   2,   2,0.5235
1997,   2,   3,0.2093
1997,   2,   4,0.0056
1997,   2,   5,0.2709
1997,   2,   6,0.2520
1997,   2,   7,0.0468
1997,   2,   8,0.6174
1997,   2,   9,0.2513
1997,   2,  10,-0.0479
1997,   2,  11,0.2878
1997,   2,  12,0.4867
1997,   2,  13,0.8511
1997,   2,  14,0.0307
1997,   2,  15,-0.0442
1997,   2,  16,0.0005
1997,   2,  17,0.6249
1997,   2,  18,1.3206
1997,   2,  19,0.3138
1997,   2,  20,0.8498
1997,   2,  21,0.4786
1997,   2,  22,0.5204
1997,   2,  23,0.3183
1997,   2,  24,0.2732
1997,   2,  25,0.4558
1997,   2,  26,0.8624
1997,   2,  27,1.1325
1997,   2,  28,1.4773
1997,   3,   1,0.3239
1997,   3,   2,-0.0970
1997,   3,   3,0.2461
1997,   3,   4,0.5170
1997,   3,   5,0.3947
1997,   3,   6,0.4957
1997,   3,   7,0.7560
1997,   3,   8,0.6521
1997,   3,   9,0.6205
1997,   3,  10,0.5046
1997,   3,  11,1.3811
1997,   3,  12,1.5584
1997,   3,  13,0.8455
1997,   3,  14,0.4065
1997,   3,  15,0.2639
1997,   3,  16,-0.2804
1997,   3,  17,-0.4468
1997,   3,  18,-0.0247
1997,   3,  19,0.0419
1997,   3,  20,0.4993
1997,   3,  21,0.3801
1997,   3,  22,0.0772
1997,   3,  23,0.3378
1997,   3,  24,0.4109
1997,   3,  25,0.0762
1997,   3,  26,0.0475
1997,   3,  27,0.6724
1997,   3,  28,0.6539
1997,   3,  29,0.3490
1997,   3,  30,0.0145
1997,   3,  31,0.5806
1997,   4,   1,1.4689
1997,   4,   2,1.6592
1997,   4,   3,0.9451
1997,   4,   4,1.1971
1997,   4,   5,0.6648
1997,   4,   6,-0.0243
1997,   4,   7,0.4022
1997,   4,   8,0.8905
1997,   4,   9,1.9135
1997,   4,  10,1.5557
1997,   4,  11,1.5892
1997,   4,  12,0.8395
1997,   4,  13,0.6989
1997,   4,  14,0.7579
1997,   4,  15,0.5919
1997,   4,  16,0.7294
1997,   4,  17,0.3678
1997,   4,  18,-0.0503
1997,   4,  19,-0.1340
1997,   4,  20,0.0438
1997,   4,  21,0.1135
1997,   4,  22,0.2185
1997,   4,  23,0.6231
1997,   4,  24,1.3478
1997,   4,  25,0.5733
1997,   4,  26,0.3945
1997,   4,  27,0.7858
1997,   4,  28,0.8728
1997,   4,  29,0.4355
1997,   4,  30,0.5948
1997,   5,   1,0.8643
1997,   5,   2,0.5415
1997,   5,   3,0.2685
1997,   5,   4,0.6365
1997,   5,   5,0.5967
1997,   5,   6,0.6171
1997,   5,   7,0.5434
1997,   5,   8,0.5965
1997,   5,   9,0.3216
1997,   5,  10,0.4470
1997,   5,  11,0.4436
1997,   5,  12,0.6150
1997,   5,  13,0.1914
1997,   5,  14,0.1415
1997,   5,  15,0.1556
1997,   5,  16,0.2339
1997,   5,  17,0.0067
1997,   5,  18,-0.0538
1997,   5,  19,-0.0005
1997,   5,  20,0.0127
1997,   5,  21,0.0912
1997,   5,  22,0.1261
1997,   5,  23,0.0308
1997,   5,  24,0.0790
1997,   5,  25,0.3628
1997,   5,  26,0.1997
1997,   5,  27,0.0989
1997,   5,  28,0.1446
1997,   5,  29,0.2451
1997,   5,  30,0.2599
1997,   5,  31,0.0862
1997,   6,   1,0.2194
1997,   6,   2,0.2477
1997,   6,   3,0.7091
1997,   6,   4,0.4456
1997,   6,   5,1.8684
1997,   6,   6,1.6877
1997,   6,   7,1.4302
1997,   6,   8,0.1196
1997,   6,   9,0.0665
1997,   6,  10,0.3179
1997,   6,  11,0.8459
1997,   6,  12,1.5045
1997,   6,  13,1.7068
1997,   6,  14,-0.2121
1997,   6,  15,0.0776
1997,   6,  16,0.2438
1997,   6,  17,1.0114
1997,   6,  18,1.1271
1997,   6,  19,0.5543
1997,   6,  20,0.7448
1997,   6,  21,1.0244
1997,   6,  22,1.3905
1997,   6,  23,1.1242
1997,   6,  24,1.0657
1997,   6,  25,0.8527
1997,   6,  26,0.5089
1997,   6,  27,1.5277
1997,   6,  28,1.1006
1997,   6,  29,0.7068
1997,   6,  30,0.1222
1997,   7,   1,0.6965
1997,   7,   2,1.3876
1997,   7,   3,1.3256
1997,   7,   4,0.9859
1997,   7,   5,1.1790
1997,   7,   6,1.2170
1997,   7,   7,0.6975
1997,   7,   8,0.3080
1997,   7,   9,0.7022
1997,   7,  10,0.7956
1997,   7,  11,0.5496
1997,   7,  12,0.0448
1997,   7,  13,0.0562
1997,   7,  14,0.0895
1997,   7,  15,0.1648
1997,   7,  16,0.4159
1997,   7,  17,0.5663
1997,   7,  18,0.8573
1997,   7,  19,0.1404
1997,   7,  20,0.1621
1997,   7,  21,0.3439
1997,   7,  22,0.1262
1997,   7,  23,0.1388
1997,   7,  24,0.2237
1997,   7,  25,0.1275
1997,   7,  26,0.0854
1997,   7,  27,-0.0277
1997,   7,  28,0.1013
1997,   7,  29,-0.0433
1997,   7,  30,0.2820
1997,   7,  31,1.0106
1997,   8,   1,1.0313
1997,   8,   2,1.0900
1997,   8,   3,0.8708
1997,   8,   4,0.5617
1997,   8,   5,0.9070
1997,   8,   6,0.8236
1997,   8,   7,0.1597
1997,   8,   8,-0.1163
1997,   8,   9,-1.0488
1997,   8,  10,-0.7583
1997,   8,  11,-0.4678
1997,   8,  12,-0.1773
1997,   8,  13,0.1131
1997,   8,  14,0.1894
1997,   8,  15,0.1799
1997,   8,  16,-0.0908
1997,   8,  17,0.0845
1997,   8,  18,0.3458
1997,   8,  19,0.3821
1997,   8,  20,0.1824
1997,   8,  21,0.2556
1997,   8,  22,0.4531
1997,   8,  23,0.8209
1997,   8,  24,0.2245
1997,   8,  25,0.6005
1997,   8,  26,0.3703
1997,   8,  27,0.4940
1997,   8,  28,0.7654
1997,   8,  29,0.7882
1997,   8,  30,0.8887
1997,   8,  31,0.7950
1997,   9,   1,0.8564
1997,   9,   2,0.8011
1997,   9,   3,0.6096
1997,   9,   4,0.4466
1997,   9,   5,0.6618
1997,   9,   6,0.6141
1997,   9,   7,0.5968
1997,   9,   8,0.6015
1997,   9,   9,0.1320
1997,   9,  10,0.1577
1997,   9,  11,0.5253
1997,   9,  12,0.6111
1997,   9,  13,0.5543
1997,   9,  14,0.1098
1997,   9,  15,0.5259
1997,   9,  16,0.9345
1997,   9,  17,0.8286
1997,   9,  18,0.7871
1997,   9,  19,0.4458
1997,   9,  20,0.2834
1997,   9,  21,0.2870
1997,   9,  22,0.3908
1997,   9,  23,0.2895
1997,   9,  24,0.0878
1997,   9,  25,0.2232
1997,   9,  26,0.2851
1997,   9,  27,0.9694
1997,   9,  28,0.4059
1997,   9,  29,0.0762
1997,   9,  30,0.0513
1997,  10,   1,0.0448
1997,  10,   2,0.3019
1997,  10,   3,0.8198
1997,  10,   4,1.0487
1997,  10,   5,1.0480
1997,  10,   6,1.8043
1997,  10,   7,1.9217
1997,  10,   8,0.7150
1997,  10,   9,-0.3584
1997,  10,  10,0.1316
1997,  10,  11,0.9173
1997,  10,  12,0.7152
1997,  10,  13,0.3098
1997,  10,  14,0.3405
1997,  10,  15,0.1984
1997,  10,  16,0.1132
1997,  10,  17,0.3146
1997,  10,  18,0.2588
1997,  10,  19,0.5346
1997,  10,  20,0.2555
1997,  10,  21,0.1702
1997,  10,  22,0.2707
1997,  10,  23,0.4821
1997,  10,  24,0.5155
1997,  10,  25,0.2556
1997,  10,  26,0.1116
1997,  10,  27,0.1365
1997,  10,  28,0.2125
1997,  10,  29,0.4959
1997,  10,  30,0.4311
1997,  10,  31,0.5813
1997,  11,   1,0.7400
1997,  11,   2,0.2038
1997,  11,   3,0.0734
1997,  11,   4,0.0173
1997,  11,   5,0.0222
1997,  11,   6,0.0719
1997,  11,   7,0.4413
1997,  11,   8,0.6042
1997,  11,   9,0.2010
1997,  11,  10,-0.2029
1997,  11,  11,0.3658
1997,  11,  12,0.1807
1997,  11,  13,-0.2566
1997,  11,  14,-0.0960
1997,  11,  15,-0.4826
1997,  11,  16,-0.3799
1997,  11,  17,0.0864
1997,  11,  18,-0.0188
1997,  11,  19,-0.6158
1997,  11,  20,0.3799
1997,  11,  21,0.3085
1997,  11,  22,0.1488
1997,  11,  23,-0.7694
1997,  11,  24,-0.0334
1997,  11,  25,-0.2680
1997,  11,  26,-1.1821
1997,  11,  27,0.0555
1997,  11,  28,0.1394
1997,  11,  29,-0.2653
1997,  11,  30,0.2568
1997,  12,   1,0.2148
1997,  12,   2,0.0742
1997,  12,   3,-0.5215
1997,  12,   4,-0.4420
1997,  12,   5,-0.8209
1997,  12,   6,-0.3686
1997,  12,   7,-0.4920
1997,  12,   8,0.8776
1997,  12,   9,0.2620
1997,  12,  10,0.1555
1997,  12,  11,-0.0212
1997,  12,  12,0.0171
1997,  12,  13,-0.1672
1997,  12,  14,-1.1582
1997,  12,  15,0.3285
1997,  12,  16,0.1697
1997,  12,  17,0.1697
1997,  12,  18,0.3608
1997,  12,  19,0.4961
1997,  12,  20,0.1555
1997,  12,  21,0.9676
1997,  12,  22,2.2851
1997,  12,  23,0.2551
1997,  12,  24,1.4486
1997,  12,  25,0.6450
1997,  12,  26,0.0562
1997,  12,  27,0.0971
1997,  12,  28,0.0515
1997,  12,  29,0.0109
1997,  12,  30,0.0611
1997,  12,  31,0.0681
1998,   1,   1,0.1197
1998,   1,   2,-1.1348
1998,   1,   3,-0.5447
1998,   1,   4,-0.6431
1998,   1,   5,0.2812
1998,   1,   6,-0.0018
1998,   1,   7,-0.2086
1998,   1,   8,0.1255
1998,   1,   9,-0.0688
1998,   1,  10,-0.0876
1998,   1,  11,0.0298
1998,   1,  12,-1.4662
1998,   1,  13,0.1689
1998,   1,  14,-0.0762
1998,   1,  15,-0.5674
1998,   1,  16,0.1148
1998,   1,  17,0.0644
1998,   1,  18,-1.2123
1998,   1,  19,0.1010
1998,   1,  20,0.1106
1998,   1,  21,0.1948
1998,   1,  22,0.1979
1998,   1,  23,0.0679
1998,   1,  24,-0.0924
1998,   1,  25,0.0653
1998,   1,  26,-0.3662
1998,   1,  27,-0.6141
1998,   1,  28,-0.2632
1998,   1,  29,-1.3026
1998,   1,  30,0.0462
1998,   1,  31,-0.7277
1998,   2,   1,-1.1242
1998,   2,   2,-1.4632
1998,   2,   3,-2.2571
1998,   2,   4,-0.1016
1998,   2,   5,-1.5578
1998,   2,   6,-2.3919
1998,   2,   7,-1.3655
1998,   2,   8,-0.4437
1998,   2,   9,0.2682
1998,   2,  10,-0.0933
1998,   2,  11,-0.0454
1998,   2,  12,-0.0719
1998,   2,  13,-0.1328
1998,   2,  14,-0.6694
1998,   2,  15,0.6193
1998,   2,  16,-0.1466
1998,   2,  17,-0.0352
1998,   2,  18,0.3455
1998,   2,  19,-0.5573
1998,   2,  20,0.4136
1998,   2,  21,-1.4446
1998,   2,  22,0.0756
1998,   2,  23,-0.8533
1998,   2,  24,0.4024
1998,   2,  25,1.4457
1998,   2,  26,1.2703
1998,   2,  27,0.2420
1998,   2,  28,0.8925
1998,   3,   1,0.6678
1998,   3,   2,0.8968
1998,   3,   3,1.1806
1998,   3,   4,0.9307
1998,   3,   5,0.1771
1998,   3,   6,0.3411
1998,   3,   7,0.5356
1998,   3,   8,0.0914
1998,   3,   9,0.4775
1998,   3,  10,0.2823
1998,   3,  11,0.2826
1998,   3,  12,0.2510
1998,   3,  13,-0.0838
1998,   3,  14,0.5480
1998,   3,  15,0.5891
1998,   3,  16,0.7327
1998,   3,  17,0.4607
1998,   3,  18,0.0206
1998,   3,  19,0.0555
1998,   3,  20,0.0702
1998,   3,  21,-0.2753
1998,   3,  22,-0.3179
1998,   3,  23,-0.6674
1998,   3,  24,-1.0412
1998,   3,  25,-0.0008
1998,   3,  26,1.7409
1998,   3,  27,0.3849
1998,   3,  28,0.9415
1998,   3,  29,1.1656
1998,   3,  30,0.5407
1998,   3,  31,0.0732
1998,   4,   1,0.1701
1998,   4,   2,0.4488
1998,   4,   3,-0.5297
1998,   4,   4,-0.4616
1998,   4,   5,0.0848
1998,   4,   6,0.1453
1998,   4,   7,0.8485
1998,   4,   8,0.6058
1998,   4,   9,-0.1383
1998,   4,  10,-0.2586
1998,   4,  11,0.6541
1998,   4,  12,1.4913
1998,   4,  13,-0.2943
1998,   4,  14,0.1160
1998,   4,  15,0.3912
1998,   4,  16,0.7815
1998,   4,  17,0.8719
1998,   4,  18,0.9029
1998,   4,  19,0.9042
1998,   4,  20,0.7683
1998,   4,  21,0.5697
1998,   4,  22,-0.5155
1998,   4,  23,-2.1185
1998,   4,  24,0.4461
1998,   4,  25,1.3788
1998,   4,  26,0.7531
1998,   4,  27,0.4331
1998,   4,  28,0.2373
1998,   4,  29,0.1182
1998,   4,  30,-0.6857
1998,   5,   1,-1.6013
1998,   5,   2,-0.5181
1998,   5,   3,-0.2701
1998,   5,   4,-0.0808
1998,   5,   5,-0.1963
1998,   5,   6,0.0810
1998,   5,   7,0.6147
1998,   5,   8,0.6156
1998,   5,   9,1.1480
1998,   5,  10,0.5558
1998,   5,  11,0.5516
1998,   5,  12,-0.7126
1998,   5,  13,-0.3644
1998,   5,  14,0.4009
1998,   5,  15,0.4652
1998,   5,  16,0.6005
1998,   5,  17,0.4640
1998,   5,  18,0.9023
1998,   5,  19,1.0987
1998,   5,  20,0.9057
1998,   5,  21,0.9171
1998,   5,  22,0.8652
1998,   5,  23,0.8648
1998,   5,  24,0.4366
1998,   5,  25,0.4477
1998,   5,  26,0.2928
1998,   5,  27,-0.6504
1998,   5,  28,-1.3932
1998,   5,  29,-0.6019
1998,   5,  30,0.4051
1998,   5,  31,0.3271
1998,   6,   1,0.1253
1998,   6,   2,0.0168
1998,   6,   3,-0.0554
1998,   6,   4,0.4260
1998,   6,   5,0.5216
1998,   6,   6,0.0557
1998,   6,   7,-0.0105
1998,   6,   8,0.4221
1998,   6,   9,0.5030
1998,   6,  10,0.3279
1998,   6,  11,0.5079
1998,   6,  12,-0.0293
1998,   6,  13,0.0398
1998,   6,  14,0.3345
1998,   6,  15,0.1395
1998,   6,  16,0.3137
1998,   6,  17,-0.1900
1998,   6,  18,0.1334
1998,   6,  19,0.3325
1998,   6,  20,0.0960
1998,   6,  21,-0.0119
1998,   6,  22,0.1116
1998,   6,  23,0.7454
1998,   6,  24,0.5598
1998,   6,  25,0.5353
1998,   6,  26,1.1846
1998,   6,  27,1.1214
1998,   6,  28,0.6049
1998,   6,  29,1.1217
1998,   6,  30,1.8148
1998,   7,   1,1.6213
1998,   7,   2,1.1809
1998,   7,   3,0.9746
1998,   7,   4,1.0484
1998,   7,   5,0.6454
1998,   7,   6,0.0530
1998,   7,   7,0.3198
1998,   7,   8,0.6446
1998,   7,   9,0.5062
1998,   7,  10,0.6052
1998,   7,  11,0.7456
1998,   7,  12,1.3142
1998,   7,  13,1.2821
1998,   7,  14,1.3456
1998,   7,  15,1.4561
1998,   7,  16,1.7868
1998,   7,  17,1.8304
1998,   7,  18,0.7395
1998,   7,  19,0.8503
1998,   7,  20,0.1865
1998,   7,  21,0.2005
1998,   7,  22,0.2351
1998,   7,  23,0.0247
1998,   7,  24,-0.0252
1998,   7,  25,-0.0502
